Percentile_Label,Threshold_Value,Dataset,Target,Metric,Type,r,p_value,Bins,Min_Cnt,Control
p75,0.9829,xcodeeval_apr,Score,num_semantic_units,Partial,-0.5579416873402616,0.11850594098202848,9,28,loc
p75,0.9829,xcodeeval_apr,Score,num_semantic_units,Zero-Order,-0.9361745372672995,6.71887325840291e-05,10,27,None
p75,0.9829,xcodeeval_apr,lm_cc,num_semantic_units,Zero-Order,0.931761233927605,2.2648682158031007e-120,N/A,N/A,None
p75,0.9829,xcodeeval_code_translation,Score,lm_cc,Partial,0.1628948084586685,0.6322559327432826,11,48,loc
p75,0.9829,xcodeeval_code_translation,Score,lm_cc,Zero-Order,-0.8284591346681658,0.00579537319943972,9,59,None
p75,0.9829,xcodeeval_code_translation,Score,num_semantic_units,Partial,-0.18409338481203302,0.6353988049629187,9,59,loc
p75,0.9829,xcodeeval_code_translation,Score,num_semantic_units,Zero-Order,-0.8333333333333333,0.005265691029161747,9,59,None
p75,0.9829,xcodeeval_code_translation,lm_cc,num_semantic_units,Zero-Order,0.9665404933680896,0.0,N/A,N/A,None
p80,1.2515,humaneval,Score,lm_cc,Partial,-0.6229760802677718,0.054349977507775704,10,15,loc
p80,1.2515,humaneval,Score,lm_cc,Zero-Order,-0.6574074074074073,0.02793469563182528,11,14,None
p80,1.2515,humaneval,Score,num_semantic_units,Partial,-0.5990461904838755,0.08826096294242246,9,17,loc
p80,1.2515,humaneval,Score,num_semantic_units,Zero-Order,-0.8898305084745763,0.0013100678948441673,9,17,None
p80,1.2515,humaneval,lm_cc,num_semantic_units,Zero-Order,0.9745055814863679,9.173885110362815e-106,N/A,N/A,None
p80,1.2515,xcodeeval_apr,Score,lm_cc,Partial,-0.6520383744508711,0.029696920872021568,11,24,loc
p80,1.2515,xcodeeval_apr,Score,lm_cc,Zero-Order,-0.8666666666666667,0.002495398285990204,9,29,None
p80,1.2515,xcodeeval_apr,Score,num_semantic_units,Partial,-0.5673508055804796,0.08716670268581793,10,25,loc
p80,1.2515,xcodeeval_apr,Score,num_semantic_units,Zero-Order,-0.9118583155200968,0.00023714363700506547,10,25,None
p80,1.2515,xcodeeval_apr,lm_cc,num_semantic_units,Zero-Order,0.9405225048936604,3.87774578976329e-128,N/A,N/A,None
p80,1.2515,xcodeeval_code_translation,Score,lm_cc,Partial,0.21668000864269027,0.5221996010422393,11,45,loc
p80,1.2515,xcodeeval_code_translation,Score,lm_cc,Zero-Order,-0.8619322310183947,0.002805928967837708,9,59,None
p80,1.2515,xcodeeval_code_translation,Score,num_semantic_units,Partial,0.3172173196662864,0.3418449897224983,11,45,loc
p80,1.2515,xcodeeval_code_translation,Score,num_semantic_units,Zero-Order,-0.7090909090909092,0.014552051953727713,11,48,None
p80,1.2515,xcodeeval_code_translation,lm_cc,num_semantic_units,Zero-Order,0.9694899433611902,0.0,N/A,N/A,None
p85,1.592,humaneval,Score,lm_cc,Partial,-0.7971453452354529,0.010087343097735443,9,18,loc
p85,1.592,humaneval,Score,lm_cc,Zero-Order,-0.7383500028878582,0.009462725024361452,11,14,None
p85,1.592,humaneval,Score,num_semantic_units,Partial,0.43826774056889806,0.20518519005481747,10,16,loc
p85,1.592,humaneval,Score,num_semantic_units,Zero-Order,-0.7796610169491526,0.013227146372510724,9,18,None
p85,1.592,humaneval,lm_cc,num_semantic_units,Zero-Order,0.9670794958013426,5.207449294019338e-97,N/A,N/A,None
p85,1.592,xcodeeval_apr,Score,lm_cc,Partial,-0.6703522995480021,0.04815900660565851,9,28,loc
p85,1.592,xcodeeval_apr,Score,lm_cc,Zero-Order,-0.8812877264060406,0.0003366226086669753,11,24,None
p85,1.592,xcodeeval_apr,Score,num_semantic_units,Partial,-0.4217711855768686,0.2247260598274951,10,25,loc
p85,1.592,xcodeeval_apr,Score,num_semantic_units,Zero-Order,-0.790277206784084,0.006514223587240812,10,25,None
p85,1.592,xcodeeval_apr,lm_cc,num_semantic_units,Zero-Order,0.952599039972457,4.879945691565842e-141,N/A,N/A,None
p85,1.592,xcodeeval_code_translation,Score,lm_cc,Partial,0.32142772968260697,0.3351172589239396,11,46,loc
p85,1.592,xcodeeval_code_translation,Score,lm_cc,Zero-Order,-0.8166666666666667,0.0072247852463587885,9,57,None
p85,1.592,xcodeeval_code_translation,Score,num_semantic_units,Partial,0.23621628778838907,0.4843717307405509,11,45,loc
p85,1.592,xcodeeval_code_translation,Score,num_semantic_units,Zero-Order,-0.7608220194556026,0.006545082815417351,11,48,None
p85,1.592,xcodeeval_code_translation,lm_cc,num_semantic_units,Zero-Order,0.9712564216225599,0.0,N/A,N/A,None
p90,2.1097,humaneval,Score,lm_cc,Partial,-0.5130813600673694,0.12935599399174447,10,15,loc
p90,2.1097,humaneval,Score,lm_cc,Zero-Order,-0.6094925828492651,0.08142656789675261,9,17,None
p90,2.1097,humaneval,Score,num_semantic_units,Partial,-0.5257799675198441,0.11854099583890967,10,16,loc
p90,2.1097,humaneval,Score,num_semantic_units,Zero-Order,-0.7467320105982962,0.02079684068063733,9,18,None
p90,2.1097,humaneval,lm_cc,num_semantic_units,Zero-Order,0.9869907662327558,6.318625611754922e-129,N/A,N/A,None
p90,2.1097,xcodeeval_apr,Score,lm_cc,Partial,-0.7784764256611479,0.013460881849030144,9,28,loc
p90,2.1097,xcodeeval_apr,Score,lm_cc,Zero-Order,-0.8833333333333333,0.0015905004234978695,9,29,None
p90,2.1097,xcodeeval_apr,Score,num_semantic_units,Partial,-0.2197731287247281,0.5161287541143783,11,23,loc
p90,2.1097,xcodeeval_apr,Score,num_semantic_units,Zero-Order,-0.8833333333333333,0.0015905004234978695,9,29,None
p90,2.1097,xcodeeval_apr,lm_cc,num_semantic_units,Zero-Order,0.9706353941927218,1.7636072210804417e-168,N/A,N/A,None
p90,2.1097,xcodeeval_code_translation,Score,lm_cc,Partial,-0.7077754119198661,0.014819223478774443,11,45,loc
p90,2.1097,xcodeeval_code_translation,Score,lm_cc,Zero-Order,-0.7833333333333333,0.012519873019449885,9,57,None
p90,2.1097,xcodeeval_code_translation,Score,num_semantic_units,Partial,-0.5915564512464739,0.07164551693587026,10,49,loc
p90,2.1097,xcodeeval_code_translation,Score,num_semantic_units,Zero-Order,-0.5166666666666667,0.15439012098622507,9,54,None
p90,2.1097,xcodeeval_code_translation,lm_cc,num_semantic_units,Zero-Order,0.9746969708494406,0.0,N/A,N/A,None
p95,3.2355,humaneval,Score,lm_cc,Partial,-0.5508790623461941,0.12425041538976156,9,18,loc
p95,3.2355,humaneval,Score,lm_cc,Zero-Order,-0.5045038050467985,0.16603466992662552,9,18,None
p95,3.2355,humaneval,Score,num_semantic_units,Partial,-0.5386261191954371,0.13460283090063466,9,18,loc
p95,3.2355,humaneval,Score,num_semantic_units,Zero-Order,-0.4761821945449623,0.1641455487550546,10,16,None
p95,3.2355,humaneval,lm_cc,num_semantic_units,Zero-Order,0.9943583911720172,7.909008546096166e-158,N/A,N/A,None
p95,3.2355,xcodeeval_apr,Score,lm_cc,Partial,0.7620578946929197,0.010403012773500597,10,27,loc
p95,3.2355,xcodeeval_apr,Score,lm_cc,Zero-Order,-0.8134898931211442,0.004198798663933359,10,25,None
p95,3.2355,xcodeeval_apr,Score,num_semantic_units,Partial,0.6341879426889818,0.06660363766610841,9,28,loc
p95,3.2355,xcodeeval_apr,Score,num_semantic_units,Zero-Order,-0.7949860383179369,0.010444517709683928,9,29,None
p95,3.2355,xcodeeval_apr,lm_cc,num_semantic_units,Zero-Order,0.9848761797749728,7.995518960832123e-207,N/A,N/A,None
p95,3.2355,xcodeeval_code_translation,Score,lm_cc,Partial,0.722631199792955,0.027857041018027804,9,58,loc
p95,3.2355,xcodeeval_code_translation,Score,lm_cc,Zero-Order,-0.7256097560975611,0.017531188709505735,10,50,None
p95,3.2355,xcodeeval_code_translation,Score,num_semantic_units,Partial,0.789856107578739,0.006563109603287009,10,53,loc
p95,3.2355,xcodeeval_code_translation,Score,num_semantic_units,Zero-Order,-0.890787755224979,0.0012718896065708855,9,55,None
p95,3.2355,xcodeeval_code_translation,lm_cc,num_semantic_units,Zero-Order,0.9674275514231212,0.0,N/A,N/A,None
